bg_proxy_min,adj_bg_min,bg_delta_max,fg_delta_max,action_frac_max,ring_bg_min,max_area,accepted,accepted_images,useful,risk,safe_channel,overerosion,mean_delta_dice,mean_delta_recall,mean_delta_boundary_iou,mean_delta_boundary_f1,mean_delta_gap_region_fp_rate,mean_delta_component_count_mae,mean_cut_gt_fg_frac,mean_cut_gt_gap_frac,useful_rate,risk_rate
0.5,2,999,999,1.0,0.0,999999,2,2,1,1,1,1,-5.6874930148874384e-05,-0.0001750355540969,2.513681767415e-05,1.4591531670949992e-05,-0.00026051471391959997,0.0,0.463768115942029,0.536231884057971,0.5,0.5
0.5,2,999,999,1.0,0.25,128,2,2,1,1,1,1,-5.6874930148874384e-05,-0.0001750355540969,2.513681767415e-05,1.4591531670949992e-05,-0.00026051471391959997,0.0,0.463768115942029,0.536231884057971,0.5,0.5
0.5,2,999,999,1.0,0.25,999999,2,2,1,1,1,1,-5.6874930148874384e-05,-0.0001750355540969,2.513681767415e-05,1.4591531670949992e-05,-0.00026051471391959997,0.0,0.463768115942029,0.536231884057971,0.5,0.5
0.5,2,999,999,1.0,0.35,128,2,2,1,1,1,1,-5.6874930148874384e-05,-0.0001750355540969,2.513681767415e-05,1.4591531670949992e-05,-0.00026051471391959997,0.0,0.463768115942029,0.536231884057971,0.5,0.5
0.5,2,999,999,1.0,0.35,999999,2,2,1,1,1,1,-5.6874930148874384e-05,-0.0001750355540969,2.513681767415e-05,1.4591531670949992e-05,-0.00026051471391959997,0.0,0.463768115942029,0.536231884057971,0.5,0.5
0.0,0,0,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,0,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,1,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,0,999,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,0,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,1,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,0,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,0,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,0,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,0,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,0,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,1,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,1,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,1,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,1,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,1,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,999,0.25,0.5,16,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,999,0.25,0.5,32,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,999,0.25,0.5,64,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,999,0.25,0.5,128,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
0.0,1,999,999,0.25,0.5,999999,9,9,2,4,3,6,-3.6353347518272455e-05,-0.00012107761622282222,-4.169903292940573e-05,-4.13607523301451e-05,-0.00011341698954756559,0.0,0.6507936507936508,0.3492063492063492,0.2222222222222222,0.4444444444444444
